Headline,Source,Posted,Description,Link
"Apple ends four straight quarters of losses, reporting year-over-year boost | News Channel 3-12",KEYT 3 Santa Barbara,2 days ago,"By Riley Gutiérrez McDermid and Samantha Delouya, CNN (CNN) — Apple on Thursday saw an upswing after...",https://keyt.com/news/money-and-business/cnn-business-consumer/2024/02/01/apple-ends-four-straight-quarters-of-losses-reporting-year-over-year-boost/
"Apple is still using a lightning connector, this time in a Pro Max avatar on the Vision Pro",Android Authority,3 days ago,"If you thought the lightning port and connector were dead, you’re mistaken, as Apple has given them new life in an oversized avatar on the Apple Vision ...",https://www.androidauthority.com/apple-vision-pro-lightning-connector-3409901/
Apple Vision Pro's biggest rival just got cheaper in the UK,Games Radar,4 days ago,"Apple Vision Pro is set to launch in the US later this week, and the VR and MR community is poised...",https://www.gamesradar.com/apple-vision-pros-biggest-rival-just-got-cheaper-in-the-uk/
"Apple didn’t release new iPads last year, and now its sales are way down",The Verge,2 days ago,"This was the first full quarter of iPhone 15 sales, and Apple reported iPhone unit revenue of $69.7...",https://www.theverge.com/2024/2/1/24058442/apple-q1-2024-earnings-iphone
Why Apple is pushing the term 'spatial computing' along with its new Vision Pro headset,Quartz,2 days ago,"With Apple's hotly anticipated Vision Pro headset hitting store shelves Friday, you're probably to start to see more people wearing the futuristic googles that are supposed ...",https://qz.com/why-apple-is-pushing-the-term-spatial-computing-along-w-1851219408
How To Tech: Why it’s important to turn on Apple’s new Stolen Device Protection,Denver Post,13 hours ago,"That sinking feeling hits when you realize it’s gone, along with priceless photos, important files,...",https://www.denverpost.com/2024/02/03/how-to-tech-why-its-important-to-turn-on-apples-new-stolen-device-protection/
"US Apple Fans Get Hands On $3,500 Vision Pro",International Business Times,2 days ago,"US Apple stores on Friday will start selling the Vision Pro, the tech giant's $3,499 headset and its first major release since the Apple Watch nine years...",https://www.ibtimes.com/us-apple-fans-get-hands-3500-vision-pro-3723593
The 9 best Apple Vision Pro accessories to check out for your new headset,CNN via Yahoo News,1 day ago,Content is created by CNN Underscored’s team of editors who work independently from the CNN...,https://www.yahoo.com/lifestyle/7-best-apple-vision-pro-145247717.html?fr=sycsrp_catchall
"The Best Apple Deals: Save Up to $300 on iPads, MacBooks and More",Entertainment Tonight,2 days ago,"Apple devices are not just highly advanced, easy to use, and beautifully designed, but they're the...",https://www.etonline.com/the-best-apple-deals-in-february-save-up-to-300-on-ipads-macbooks-airpods-and-more-213257
Apple's new policy update should make it easier to play Xbox Game Pass on your iPhone,VG247,6 days ago,Apple has updated its policy when it comes to hosting apps that offer things like cloud game...,https://www.vg247.com/apple-policy-update-xbox-game-pass-iphone
"Apple's $3,500 Vision Pro Headset Worth The Hype? Tech YouTuber MKBHD Weighs In - Meta Platforms...",Benzinga,3 days ago,"In his latest YouTube video, renowned tech reviewer and influencer Marques Brownlee shared his...",https://www.benzinga.com/news/24/02/36884412/apples-3-500-vision-pro-headset-worth-the-hype-tech-youtuber-mkbhd-weighs-in
Apple unveils new Spring Festival short film,China Daily,5 days ago,"As China gets ready to celebrate the Spring Festival, its most important holiday for family reunion, US tech giant Apple Inc looks to better resonate with local people through ...",http://www.chinadaily.com.cn/a/202401/29/WS65b76138a3105f21a507ee6d.html
Apple Inc (NASDAQ: AAPL): Performance Review And Forecast – Marketing Sentinel,Marketing Sentinel,5 days ago,"In today’s recent session, 11.78 million shares of the Apple Inc (NASDAQ:AAPL) have been traded, and its beta is 1.31. Apple Inc’s next quarterly earnings ...",https://marketingsentinel.com/2024/01/29/apple-inc-nasdaq-aapl-performance-review-and-forecast/
Why Apple Is Pushing the Term 'Spatial Computing' Along With Its New Vision Pro Headset,US News & World Report,2 days ago,"With Apple's hotly anticipated Vision Pro headset hitting store shelves Friday, you're probably going to start to see more people wearing the futuristic googles that are supposed ...",https://www.usnews.com/news/business/articles/2024-02-02/why-apple-is-pushing-the-term-spatial-computing-along-with-its-new-vision-pro-headset
Apple's mixed reality headset reviewed,Boing Boing,4 days ago,"The Wall Street Journal's Joanna Stern reviews the Vision Pro, Apple's $3500 mixed reality headset. Every time I work with multiple windows around me, I feel like Tom Cruise ...",https://boingboing.net/2024/01/30/apples-mixed-reality-headset-reviewed.html
Apple to continue using Qualcomm 5G modems through March 2027 - iPhone Discussions on AppleInsider...,AppleInsider,3 days ago,A statement made during the Qualcomm earnings call revealed Apple has extended its 5G modem patent...,https://forums.appleinsider.com/discussion/235243/apple-to-continue-using-qualcomm-5g-modems-through-march-2027
Mark Zuckerberg hits out at Apple's 'onerous' new App Store rules,Business Insider via Yahoo News,1 day ago,Mark Zuckerberg isn't impressed with Apple's new app store rules.Alex Wong Meta CEO Mark Zuckerberg...,https://www.yahoo.com/tech/mark-zuckerberg-hits-apples-onerous-121147987.html
Tim Cook teases Apple AI announcement 'later this year',CNBC,2 days ago,Apple CEO Tim Cook teased that Apple may have an artificial intelligence announcement later this year during a call with analysts after the company reported ...,https://www.cnbc.com/2024/02/01/tim-cook-teases-apple-ai-announcement-later-this-year.html
Buying Apple Vision Pro is easier said than done if you don't live in the US,Neowin,1 day ago,"You can now go to an Apple Store and buy the Apple Vision Pro headset. While the headset itself costs a whopping $3,499, you need to have deep pockets to ...",https://www.neowin.net/news/buying-apple-vision-pro-is-easier-said-than-done-if-you-dont-live-in-the-us/
Why Apple is pushing the term 'spatial computing' along with its new Vision Pro headset,Associated Press via AOL,2 days ago,"With Apple's hotly anticipated Vision Pro headset hitting store shelves Friday, you're probably to...",https://www.aol.com/why-apple-pushing-term-spatial-014051266.html
US Apple fans get hands on pricey Vision Pro headset,AFP via Yahoo News,1 day ago,"Eager customers lined up outside US Apple stores Friday to nab the first Vision Pro headsets, a $3,499 device that is the tech giant's biggest release...",https://news.yahoo.com/us-apple-fans-hands-3-012846384.html?fr=sycsrp_catchall
Why Apple is pushing the term 'spatial computing' along with its new Vision Pro headset,FOX30 / CBS47 Jacksonville,1 day ago,"SAN FRANCISCO — (AP) — With Apple's hotly anticipated Vision Pro headset hitting store shelves Friday, you're probably to start to see more people wearing the futuristic googles ...",https://www.actionnewsjax.com/news/why-apple-is-pushing/43SA26MZ77R2QNLA2RPM2SXBLM/
"US Apple fans get hands on $3,500 Vision Pro",Digital Journal,2 days ago,"US Apple stores on Friday will start selling the Vision Pro, the tech giant’s $3,499 headset and its first major release since the Apple Watch nine years...",https://www.digitaljournal.com/world/us-apple-fans-get-hands-on-3500-vision-pro/article
Excited about foldables? Apple's first such device might look like an iPad mini,BGR,1 day ago,"When Apple refreshed the iPad mini in September 2021, I said the iPad mini 6 was essentially an...",https://bgr.com/tech/new-leak-makes-apples-first-foldable-sound-perfect/
The best Apple Vision Pro alternatives in 2024,Tom's Guide,19 hours ago,"Well, the Apple Vision Pro is rather pricey! Luckily, there are some great alternatives that are available for far cheaper prices. The Vision Pro's...",https://www.tomsguide.com/best-picks/best-apple-vision-pro-alternatives
Apple to continue using Qualcomm 5G modems through March 2027 | AppleInsider,AppleInsider,3 days ago,A statement made during the Qualcomm earnings call revealed Apple has extended its 5G modem patent...,https://appleinsider.com/articles/24/01/31/apple-to-continue-using-qualcomm-5g-modems-through-march-2027
"The best Apple Vision Pro work apps - Microsoft, Zoom, Box, TeamViewer and more",TechRadar via Yahoo News,1 day ago,"Apple Vision Pro headset. Today (February 2) sees the official launch of the Apple Vision Pro, the...",https://www.yahoo.com/tech/best-apple-vision-pro-apps-211407512.html
"Recap: Apple reports 1st-quarter earnings beat, Tim Cook talks China revenue miss and Vision Pro...",Business Insider,2 days ago,Apple reported a revenue and profit beat for its first-quarter earnings results. But sales in China missed forecasts.,https://www.businessinsider.com/apple-stock-earnings-report-q1-call-aapl-price-live-updates-2024-2
"Apple set for modest iPhone sales growth, China worries remain",AOL,4 days ago,"Microsoft edged ahead of Apple in the past few trading sessions with a $3 trillion valuation, and analysts expect it to cement that lead soon as it sells more AI-packed products ...",https://www.aol.com/news/apple-set-modest-iphone-sales-110206552.html
Apple’s poison-pill approach to EU regulation might be the right thing to do,TechRadar,5 days ago,What if Apple is right about the App Store and its control of it? Side-loading apps onto my best...,https://www.techradar.com/phones/ios/apples-poison-pill-approach-to-eu-regulation-might-be-the-right-thing-to-do
Apple Surprise Reveal: Biggest-Ever Shake-Up For Your iPhone Here In Weeks,Forbes,7 days ago,Have you downloaded Apple iOS 17.3? Apple even told us when it’s coming: in March. The unexpected...,https://www.forbes.com/sites/davidphelan/2024/01/28/apple-surprise-announcement-biggest-ever-iphone-shake-up-coming-soon/
Apple Vision Pro may limit data access based on user's physical location,AppleInsider,4 days ago,A future Apple Vision Pro or iPad could display a virtual object or other data to a user depending...,https://appleinsider.com/articles/24/01/30/future-apple-vision-pro-could-limit-playback-based-on-where-you-are
Apple's new Stolen Device Protection has a big vulnerability. Here's how to fix it,ZDNet,5 days ago,"Last week, Apple released iOS 17.3 with much anticipated updates such as Collaborative Apple Music Playlists and AirPlay hotel support. One of the biggest ...",https://www.zdnet.com/article/apples-newly-released-stolen-device-protection-has-a-big-vulnerability-heres-how-you-can-fix-it/
Apple's App Store changes don't sit well with Xbox president,Android Headlines,4 days ago,The App Store changes that Apple recently announced this month aren’t going over well with...,https://www.androidheadlines.com/2024/01/apples-app-store-changes-dont-sit-well-with-xbox-president.html
Why Apple is pushing the term ‘spatial computing’ along with its new Vision Pro headset,WJTV Jackson,1 day ago,"SAN FRANCISCO (AP) — With Apple’s hotly anticipated Vision Pro headset hitting store shelves Friday, you’re probably going to start to see more people wearing the futuristic googles tha…",https://www.wjtv.com/news/national/ap-why-apple-is-pushing-the-term-spatial-computing-along-with-its-new-vision-pro-headset/
Tim Cook says Apple's earliest version of the Vision Pro was a 'monster' you couldn't even wear,Business Insider via Yahoo News,2 days ago,The Apple Vision Pro launches in the US on February 2.Justin Sullivan/Getty Images Reviewers say the...,https://www.yahoo.com/tech/tim-cook-says-apples-earliest-194255224.html
